Read input files
Log likelihood: -68.8452
Log likelihood: -65.4836
Log likelihood: -72.11
Log likelihood: -70.494
Log likelihood: -65.9859
Log likelihood: -64.8068
Log likelihood: -71.8826
Log likelihood: -68.0433
Log likelihood: -74.5631
Log likelihood: -70.2169
Log likelihood: -66.2195
Log likelihood: -72.5886
Log likelihood: -76.9296
Log likelihood: -64.8068
Log likelihood: -71.8826
Log likelihood: -62.0053
Log likelihood: -71.1563
Log likelihood: -72.3281
Log likelihood: -66.4864
Log likelihood: -64.1977
Log likelihood: -69.0905
Log likelihood: -69.4514
Log likelihood: -66.5601
Log likelihood: -63.8612
Log likelihood: -64.4554
Log likelihood: -64.6279
Log likelihood: -64.4554
Log likelihood: -67.6935
Log likelihood: -61.6797
Log likelihood: -65.8712
Log likelihood: -68.775
Log likelihood: -65.1473
Log likelihood: -68.0433
Log likelihood: -66.001
Log likelihood: -68.8983
Log likelihood: -71.1419
Log likelihood: -74.9985
Log likelihood: -64.8745
Log likelihood: -66.3028
Log likelihood: -70.9495
Log likelihood: -71.8826
Log likelihood: -65.5763
Log likelihood: -69.9351
Log likelihood: -66.001
Log likelihood: -73.7529
Log likelihood: -70.9495
Log likelihood: -71.1563
Log likelihood: -65.4518
Log likelihood: -65.1406
Log likelihood: -61.906
Log likelihood: -64.3826
Log likelihood: -64.4554
Log likelihood: -75.2961
Log likelihood: -68.2312
Log likelihood: -65.6971
Log likelihood: -67.5624
Log likelihood: -65.5352
Log likelihood: -62.6891
Log likelihood: -66.9034
Log likelihood: -65.0186
Log likelihood: -66.8064
Log likelihood: -69.588
Log likelihood: -66.88
Log likelihood: -63.5749
Log likelihood: -62.0053
Log likelihood: -72.1848
Log likelihood: -64.4171
Log likelihood: -67.9949
Log likelihood: -66.4864
Log likelihood: -64.4554
Log likelihood: -76.7706
Log likelihood: -72.1848
Log likelihood: -68.637
Log likelihood: -64.4554
Log likelihood: -68.9396
Log likelihood: -64.4554
Log likelihood: -64.1774
Log likelihood: -69.5387
Log likelihood: -64.0866
Log likelihood: -69.822
Log likelihood: -63.9483
Log likelihood: -72.0961
Log likelihood: -73.7529
Log likelihood: -66.4864
Log likelihood: -68.8235
Log likelihood: -68.5037
Log likelihood: -66.9408
Log likelihood: -71.1818
Log likelihood: -65.5201
Log likelihood: -71.1419
Log likelihood: -70.4777
Log likelihood: -67.6001
Log likelihood: -65.3742
Log likelihood: -66.7154
Log likelihood: -64.6933
Log likelihood: -68.0433
Log likelihood: -68.3982
Log likelihood: -71.1212
Log likelihood: -68.0433
Log likelihood: -61.0988
Completed simulation 100
Log likelihood: -68.8235
Log likelihood: -66.7154
Log likelihood: -66.001
Log likelihood: -67.6935
Log likelihood: -64.5816
Log likelihood: -67.3854
Log likelihood: -64.0752
Log likelihood: -75.2961
Log likelihood: -70.2072
Log likelihood: -69.8907
Log likelihood: -66.3139
Log likelihood: -72.11
Log likelihood: -67.6935
Log likelihood: -64.3859
Log likelihood: -67.4951
Log likelihood: -69.4913
Log likelihood: -72.5886
Log likelihood: -64.9826
Log likelihood: -69.9185
Log likelihood: -67.635
Log likelihood: -72.1848
Log likelihood: -67.5695
Log likelihood: -67.8601
Log likelihood: -68.647
Log likelihood: -70.0626
Log likelihood: -64.8578
Log likelihood: -67.2846
Log likelihood: -69.4997
Log likelihood: -70.4144
Log likelihood: -68.647
Log likelihood: -69.4913
Log likelihood: -63.9483
Log likelihood: -66.3028
Log likelihood: -64.1774
Log likelihood: -71.1419
Log likelihood: -71.1419
Log likelihood: -66.001
Log likelihood: -64.0866
Log likelihood: -74.818
Log likelihood: -66.8077
Log likelihood: -71.8826
Log likelihood: -63.888
Log likelihood: -64.2874
Log likelihood: -63.8642
Log likelihood: -74.9985
Log likelihood: -66.4096
Log likelihood: -70.6518
Log likelihood: -72.6241
Log likelihood: -63.3522
Log likelihood: -65.5977
Log likelihood: -63.5749
Log likelihood: -64.4257
Log likelihood: -71.0874
Log likelihood: -63.9483
Log likelihood: -65.2104
Log likelihood: -64.5816
Log likelihood: -67.6935
Log likelihood: -66.0101
Log likelihood: -63.7855
Log likelihood: -64.4967
Log likelihood: -69.4514
Log likelihood: -65.4096
Log likelihood: -66.001
Log likelihood: -64.4554
Log likelihood: -73.4113
Log likelihood: -64.4554
Log likelihood: -63.8259
Log likelihood: -70.9495
Log likelihood: -62.3658
Log likelihood: -69.9773
Log likelihood: -64.5326
Log likelihood: -66.4096
Log likelihood: -66.001
Log likelihood: -67.2846
Log likelihood: -75.2961
Log likelihood: -66.0008
Log likelihood: -64.8146
Log likelihood: -68.0433
Log likelihood: -64.4062
Log likelihood: -64.8578
Log likelihood: -72.9764
Log likelihood: -64.2408
Log likelihood: -64.5816
Log likelihood: -68.0433
Log likelihood: -62.3066
Log likelihood: -69.8053
Log likelihood: -64.635
Log likelihood: -68.8983
Log likelihood: -64.4554
Log likelihood: -71.1047
Log likelihood: -70.494
Log likelihood: -72.2574
Log likelihood: -64.3935
Log likelihood: -64.4554
Log likelihood: -66.4096
Log likelihood: -68.2312
Log likelihood: -64.4171
Log likelihood: -71.1563
Log likelihood: -70.9436
Log likelihood: -71.1047
Completed simulation 200
Log likelihood: -62.1559
Log likelihood: -66.4864
Log likelihood: -64.1774
Log likelihood: -64.8578
Log likelihood: -67.2846
Log likelihood: -64.5816
Log likelihood: -72.1848
Log likelihood: -65.2104
Log likelihood: -70.9495
Log likelihood: -67.7061
Log likelihood: -73.7529
Log likelihood: -62.051
Log likelihood: -66.408
Log likelihood: -70.1099
Log likelihood: -73.7529
Log likelihood: -66.4636
Log likelihood: -67.6935
Log likelihood: -68.2953
Log likelihood: -72.1848
Log likelihood: -68.6342
Log likelihood: -72.6241
Log likelihood: -70.8378
Log likelihood: -64.6569
Log likelihood: -68.0433
Log likelihood: -72.4414
Log likelihood: -64.4554
Log likelihood: -68.625
Log likelihood: -66.7333
Log likelihood: -67.2258
Log likelihood: -68.5037
Log likelihood: -75.1644
Log likelihood: -66.3694
Log likelihood: -65.089
Log likelihood: -65.2679
Log likelihood: -62.5698
Log likelihood: -68.8217
Log likelihood: -76.3726
Log likelihood: -64.8578
Log likelihood: -65.1406
Log likelihood: -74.5509
Log likelihood: -71.1047
Log likelihood: -63.9483
Log likelihood: -65.0228
Log likelihood: -70.2072
Log likelihood: -63.9483
Log likelihood: -73.7529
Log likelihood: -65.6234
Log likelihood: -63.9483
Log likelihood: -62.9949
Log likelihood: -74.265
Log likelihood: -65.8386
Log likelihood: -66.4096
Log likelihood: -63.9483
Log likelihood: -67.2846
Log likelihood: -72.9227
Log likelihood: -64.4062
Log likelihood: -67.0147
Log likelihood: -75.7397
Log likelihood: -70.9495
Log likelihood: -65.5977
Log likelihood: -62.3066
Log likelihood: -72.1848
Log likelihood: -65.6381
Log likelihood: -64.4554
Log likelihood: -74.3252
Log likelihood: -68.0433
Log likelihood: -65.1406
Log likelihood: -63.9483
Log likelihood: -63.9483
Log likelihood: -71.8826
Log likelihood: -64.4967
Log likelihood: -61.0873
Log likelihood: -63.9483
Log likelihood: -66.4096
Log likelihood: -71.6072
Log likelihood: -73.7529
Log likelihood: -64.4554
Log likelihood: -73.45
Log likelihood: -64.4062
Log likelihood: -66.2195
Log likelihood: -71.9432
Log likelihood: -62.985
Log likelihood: -63.2659
Log likelihood: -71.1047
Log likelihood: -67.6935
Log likelihood: -63.2659
Log likelihood: -68.0733
Log likelihood: -68.0161
Log likelihood: -66.6708
Log likelihood: -66.6549
Log likelihood: -71.4073
Log likelihood: -64.2243
