Read input files
Log likelihood: -64.7892
Log likelihood: -70.5257
Log likelihood: -80.4723
Log likelihood: -65.317
Log likelihood: -74.38
Log likelihood: -70.8197
Log likelihood: -67.3691
Log likelihood: -67.5774
Log likelihood: -69.5508
Log likelihood: -64.5988
Log likelihood: -68.4602
Log likelihood: -65.158
Log likelihood: -67.3691
Log likelihood: -70.8197
Log likelihood: -67.3691
Log likelihood: -70.9806
Log likelihood: -66.5205
Log likelihood: -74.2653
Log likelihood: -67.9399
Log likelihood: -69.9997
Log likelihood: -65.5707
Log likelihood: -67.3691
Log likelihood: -80.4723
Log likelihood: -65.502
Log likelihood: -64.9492
Log likelihood: -65.3395
Log likelihood: -64.7612
Log likelihood: -65.9499
Log likelihood: -66.891
Log likelihood: -71.5621
Log likelihood: -70.8662
Log likelihood: -65.8809
Log likelihood: -67.3641
Log likelihood: -72.7492
Log likelihood: -67.0817
Log likelihood: -78.1008
Log likelihood: -67.3691
Log likelihood: -67.0386
Log likelihood: -65.9872
Log likelihood: -68.0175
Log likelihood: -67.3691
Log likelihood: -68.5392
Log likelihood: -67.5218
Log likelihood: -72.4557
Log likelihood: -67.7405
Log likelihood: -69.31
Log likelihood: -66.5205
Log likelihood: -73.858
Log likelihood: -68.7085
Log likelihood: -70.8197
Log likelihood: -64.7693
Log likelihood: -64.9492
Log likelihood: -69.0465
Log likelihood: -74.6016
Log likelihood: -69.034
Log likelihood: -64.1764
Log likelihood: -70.045
Log likelihood: -66.891
Log likelihood: -67.2689
Log likelihood: -66.7156
Log likelihood: -65.2974
Log likelihood: -65.0853
Log likelihood: -68.0004
Log likelihood: -68.651
Log likelihood: -70.9806
Log likelihood: -69.9997
Log likelihood: -70.7102
Log likelihood: -73.2871
Log likelihood: -70.8197
Log likelihood: -64.9492
Log likelihood: -69.6573
Log likelihood: -68.1464
Log likelihood: -64.9161
Log likelihood: -64.9492
Log likelihood: -69.7379
Log likelihood: -67.6636
Log likelihood: -74.995
Log likelihood: -65.9578
Log likelihood: -68.0887
Log likelihood: -65.637
Log likelihood: -67.7392
Log likelihood: -68.0827
Log likelihood: -69.337
Log likelihood: -70.8197
Log likelihood: -66.3098
Log likelihood: -70.0063
Log likelihood: -68.6368
Log likelihood: -67.2264
Log likelihood: -75.2803
Log likelihood: -69.2219
Log likelihood: -68.429
Log likelihood: -71.8353
Log likelihood: -67.8107
Log likelihood: -64.5598
Log likelihood: -70.5257
Log likelihood: -67.5774
Log likelihood: -69.7691
Log likelihood: -68.6001
Log likelihood: -65.4372
Log likelihood: -68.5089
Completed simulation 100
Log likelihood: -68.9426
Log likelihood: -64.5598
Log likelihood: -68.8717
Log likelihood: -69.1217
Log likelihood: -67.9591
Log likelihood: -66.7194
Log likelihood: -70.2807
Log likelihood: -69.0465
Log likelihood: -67.3691
Log likelihood: -68.6669
Log likelihood: -72.7337
Log likelihood: -80.4723
Log likelihood: -65.9419
Log likelihood: -65.3929
Log likelihood: -63.304
Log likelihood: -75.5996
Log likelihood: -65.8764
Log likelihood: -70.0835
Log likelihood: -66.3562
Log likelihood: -69.7379
Log likelihood: -69.9997
Log likelihood: -66.7156
Log likelihood: -68.8059
Log likelihood: -70.045
Log likelihood: -70.7067
Log likelihood: -66.1086
Log likelihood: -70.9806
Log likelihood: -65.0853
Log likelihood: -66.891
Log likelihood: -70.045
Log likelihood: -75.5996
Log likelihood: -64.3605
Log likelihood: -67.8977
Log likelihood: -69.2469
Log likelihood: -78.1008
Log likelihood: -69.2219
Log likelihood: -69.1136
Log likelihood: -67.3682
Log likelihood: -66.3991
Log likelihood: -69.3962
Log likelihood: -67.3691
Log likelihood: -68.651
Log likelihood: -70.8197
Log likelihood: -71.3049
Log likelihood: -67.3691
Log likelihood: -67.5171
Log likelihood: -65.9872
Log likelihood: -67.3691
Log likelihood: -69.0295
Log likelihood: -65.7338
Log likelihood: -71.2229
Log likelihood: -66.6511
Log likelihood: -80.4723
Log likelihood: -64.3605
Log likelihood: -68.4561
Log likelihood: -67.9591
Log likelihood: -69.1217
Log likelihood: -68.5624
Log likelihood: -64.5525
Log likelihood: -66.7241
Log likelihood: -67.3691
Log likelihood: -67.7645
Log likelihood: -69.1136
Log likelihood: -64.9492
Log likelihood: -67.985
Log likelihood: -64.9492
Log likelihood: -66.0694
Log likelihood: -69.098
Log likelihood: -70.5257
Log likelihood: -69.5508
Log likelihood: -70.79
Log likelihood: -67.5171
Log likelihood: -68.646
Log likelihood: -70.9806
Log likelihood: -69.0465
Log likelihood: -66.6544
Log likelihood: -66.1753
Log likelihood: -67.5774
Log likelihood: -65.1676
Log likelihood: -70.2812
Log likelihood: -70.8197
Log likelihood: -65.502
Log likelihood: -67.9591
Log likelihood: -67.3641
Log likelihood: -64.4733
Log likelihood: -67.3691
Log likelihood: -65.6024
Log likelihood: -68.651
Log likelihood: -64.9492
Log likelihood: -67.3735
Log likelihood: -65.317
Log likelihood: -71.2736
Log likelihood: -71.244
Log likelihood: -64.9492
Log likelihood: -65.6001
Log likelihood: -67.4979
Log likelihood: -70.769
Log likelihood: -67.5774
Log likelihood: -65.7338
Log likelihood: -64.415
Completed simulation 200
Log likelihood: -71.7394
Log likelihood: -70.8197
Log likelihood: -74.995
Log likelihood: -70.2812
Log likelihood: -70.9806
Log likelihood: -67.9591
Log likelihood: -69.9997
Log likelihood: -68.4561
Log likelihood: -65.1895
Log likelihood: -71.2736
Log likelihood: -70.8033
Log likelihood: -67.2064
Log likelihood: -64.7693
Log likelihood: -69.4899
Log likelihood: -68.0032
Log likelihood: -64.5525
Log likelihood: -64.8304
Log likelihood: -80.4723
Log likelihood: -67.7928
Log likelihood: -67.3691
Log likelihood: -67.3691
Log likelihood: -66.0694
Log likelihood: -69.6755
Log likelihood: -66.9969
Log likelihood: -67.6128
Log likelihood: -64.9492
Log likelihood: -73.2871
Log likelihood: -67.2083
Log likelihood: -69.4227
Log likelihood: -67.5412
Log likelihood: -69.4227
Log likelihood: -65.317
Log likelihood: -70.045
Log likelihood: -73.489
Log likelihood: -63.304
Log likelihood: -66.0694
Log likelihood: -69.7379
Log likelihood: -66.1086
Log likelihood: -70.1786
Log likelihood: -66.1864
Log likelihood: -71.0595
Log likelihood: -68.551
Log likelihood: -67.3691
Log likelihood: -67.3691
Log likelihood: -71.4413
Log likelihood: -68.0032
Log likelihood: -67.1428
Log likelihood: -64.3605
Log likelihood: -72.8008
Log likelihood: -70.1725
Log likelihood: -74.8525
Log likelihood: -67.5171
Log likelihood: -67.4065
Log likelihood: -70.9806
Log likelihood: -64.8346
Log likelihood: -65.1676
Log likelihood: -67.6207
Log likelihood: -66.6485
Log likelihood: -69.31
Log likelihood: -65.7338
Log likelihood: -72.4215
Log likelihood: -69.9997
Log likelihood: -68.5089
Log likelihood: -64.9492
Log likelihood: -67.985
Log likelihood: -67.5774
Log likelihood: -68.5431
Log likelihood: -64.3605
Log likelihood: -64.3605
Log likelihood: -67.3691
Log likelihood: -66.7241
Log likelihood: -68.5412
Log likelihood: -68.551
Log likelihood: -67.5171
Log likelihood: -66.7241
Log likelihood: -69.337
Log likelihood: -64.9492
Log likelihood: -68.651
Log likelihood: -65.1676
Log likelihood: -66.7241
Log likelihood: -65.3358
Log likelihood: -67.1322
Log likelihood: -69.4227
Log likelihood: -66.0648
Log likelihood: -65.9499
Log likelihood: -69.4227
Log likelihood: -70.5257
Log likelihood: -77.0632
Log likelihood: -71.5621
Log likelihood: -78.1008
Log likelihood: -63.6145
Log likelihood: -65.6668
Log likelihood: -65.4096
Log likelihood: -68.833
Log likelihood: -70.3465
Log likelihood: -70.3217
Log likelihood: -70.2807
Log likelihood: -67.6207
Log likelihood: -65.4096
Log likelihood: -66.1989
Completed simulation 300
Log likelihood: -67.3735
Log likelihood: -69.9778
Log likelihood: -70.045
Log likelihood: -68.0112
Log likelihood: -66.7487
Log likelihood: -69.4227
Log likelihood: -73.2871
Log likelihood: -67.3691
Log likelihood: -65.317
Log likelihood: -69.1154
Log likelihood: -68.9533
Log likelihood: -70.8197
Log likelihood: -69.0465
Log likelihood: -69.027
Log likelihood: -67.3691
Log likelihood: -64.4712
Log likelihood: -71.8898
Log likelihood: -70.5257
Log likelihood: -65.8163
Log likelihood: -66.7241
Log likelihood: -64.5525
Log likelihood: -64.6347
Log likelihood: -65.9499
Log likelihood: -71.5621
Log likelihood: -65.8576
Log likelihood: -70.79
Log likelihood: -69.6573
Log likelihood: -65.9499
Log likelihood: -67.1428
Log likelihood: -67.4371
Log likelihood: -70.2807
Log likelihood: -68.6001
Log likelihood: -66.1518
Log likelihood: -67.5507
Log likelihood: -68.646
Log likelihood: -67.5171
Log likelihood: -66.1086
Log likelihood: -65.9578
Log likelihood: -67.1527
Log likelihood: -69.337
Log likelihood: -64.9492
Log likelihood: -68.0727
Log likelihood: -67.2689
Log likelihood: -67.5774
Log likelihood: -69.5508
Log likelihood: -68.3969
Log likelihood: -66.7105
Log likelihood: -73.2871
Log likelihood: -66.7695
Log likelihood: -67.9403
Log likelihood: -64.9492
Log likelihood: -66.1009
Log likelihood: -69.5508
Log likelihood: -67.3445
Log likelihood: -66.1086
Log likelihood: -67.4191
Log likelihood: -64.8346
Log likelihood: -66.2123
Log likelihood: -69.2469
Log likelihood: -68.414
Log likelihood: -65.6001
Log likelihood: -67.6591
Log likelihood: -74.5199
Log likelihood: -65.1575
Log likelihood: -80.4723
Log likelihood: -69.9243
Log likelihood: -71.2736
Log likelihood: -65.491
Log likelihood: -65.536
Log likelihood: -74.2889
Log likelihood: -69.6573
Log likelihood: -67.4823
Log likelihood: -67.3691
Log likelihood: -67.5186
Log likelihood: -64.9492
Log likelihood: -66.5205
Log likelihood: -67.3691
Log likelihood: -68.5089
Log likelihood: -66.4789
Log likelihood: -66.7156
Log likelihood: -69.3989
Log likelihood: -66.0694
Log likelihood: -69.0923
Log likelihood: -66.1631
Log likelihood: -70.9806
Log likelihood: -69.9997
Log likelihood: -74.5199
Log likelihood: -70.045
Log likelihood: -64.9492
Log likelihood: -67.2689
Log likelihood: -67.3691
Log likelihood: -69.9997
Log likelihood: -65.7338
Log likelihood: -70.8951
Log likelihood: -67.3691
Log likelihood: -70.5257
Log likelihood: -65.502
Log likelihood: -66.9969
Log likelihood: -70.9806
Log likelihood: -64.7693
Completed simulation 400
Log likelihood: -74.4843
Log likelihood: -67.4044
Log likelihood: -64.3605
Log likelihood: -73.2871
Log likelihood: -67.1734
Log likelihood: -70.8197
Log likelihood: -64.6249
Log likelihood: -67.5171
Log likelihood: -66.3156
Log likelihood: -66.7251
Log likelihood: -69.2469
Log likelihood: -68.4561
Log likelihood: -70.4437
Log likelihood: -68.5624
Log likelihood: -70.6853
Log likelihood: -69.3806
Log likelihood: -67.4823
Log likelihood: -74.1261
Log likelihood: -65.502
Log likelihood: -67.4044
Log likelihood: -69.5382
Log likelihood: -64.9492
Log likelihood: -65.317
Log likelihood: -64.5525
Log likelihood: -67.9591
Log likelihood: -65.6755
